order_id,order_date,store,channel,customer_segment,city,product_category,product_name,unit_price,quantity,discount_rate,voucher_amount,revenue,payment_method,delivery_days,order_status,returned_qty,is_promo,margin_rate,profit,month
BDCA9BA6,2024-12-25,Store C,Online,Consumer,Seoul,Apparel,Jeans,22.39,3,0.049,6.3,57.58,Cash,3.0,Completed,0,1,0.371,21.36,2024-12
F9C56B7D,2024-03-29,Store D,Online,Corporate,Seoul,Electronics,Smartphone,623.28,5,0.05,0.25,2960.33,Card,2.8,Completed,0,0,0.351,1039.08,2024-03
CD031A4A,2024-09-02,Store A,Online,Small Business,Incheon,Home,Air Purifier,286.91,2,0.083,1.79,524.4,Card,3.2,Completed,0,0,0.263,137.92,2024-09
2BD68223,2024-10-04,Store E,Online,Consumer,Incheon,Grocery,Milk 1L,22.56,1,0.08,0.07,20.69,Bank Transfer,3.7,Completed,0,0,0.299,6.19,2024-10
46BED51C,2024-03-27,Store E,Online,Corporate,Seoul,Grocery,Pasta 1kg,29.18,2,0.102,0.91,51.5,Card,3.8,Completed,0,0,0.367,18.9,2024-03
2D2B9FB9,2024-09-22,Store A,Offline,Consumer,Daegu,Home,Lamp,175.89,3,0.096,2.45,474.56,Card,4.3,Completed,0,0,0.339,160.88,2024-09
57D6ED5F,2024-05-14,Store D,Offline,Consumer,Seoul,Home,Desk,259.33,3,0.202,8.92,611.92,Cash,5.2,Completed,0,1,0.178,108.92,2024-05
EDEA468B,2024-08-18,Store A,Offline,Consumer,Seoul,Electronics,Smartwatch,847.19,6,0.0,4.68,5078.46,Card,3.0,Completed,0,1,0.297,1508.3,2024-08
3C9D8264,2024-08-19,Store B,Online,Consumer,Seoul,Home,Cookware Set,71.58,3,0.12,0.53,188.44,Card,2.4,Returned,2,0,0.268,50.5,2024-08
5C54CDD3,2024-07-14,Store D,Offline,Consumer,Seoul,Apparel,Jeans,60.87,2,0.106,0.69,108.15,Card,3.7,Completed,0,0,0.358,38.72,2024-07
AAF079FA,2024-02-02,Store A,Online,Consumer,Seoul,Home,Cookware Set,129.87,3,0.089,0.37,354.56,Card,1.6,Completed,0,0,0.352,124.81,2024-02
5C249224,2024-10-31,Store D,Offline,Consumer,Seoul,Apparel,Dress,57.55,4,0.044,1.0,219.07,E-Wallet,2.2,Completed,0,0,0.372,81.49,2024-10
80A28769,2024-04-27,Store D,Offline,Small Business,Seoul,Electronics,Headphones,244.14,4,0.088,2.65,887.97,Card,4.2,Completed,0,0,0.202,179.37,2024-04
87BFB974,2024-03-09,Store C,Online,Consumer,Daejeon,Electronics,Smartwatch,760.21,3,0.0,1.0,2279.63,Card,2.9,Completed,0,0,0.225,512.92,2024-03
5DF7A0EF,2024-01-15,Store A,Offline,Corporate,Seoul,Apparel,Sneakers,18.76,4,0.117,1.64,64.62,Card,1.6,Completed,0,0,0.358,23.13,2024-01
E309CD06,2024-08-03,Store B,Online,Consumer,Seoul,Electronics,Headphones,546.17,4,0.131,0.94,1897.55,Bank Transfer,1.2,Completed,0,0,0.239,453.51,2024-08
2F7A480D,2024-09-04,Store C,Offline,Corporate,Seoul,Electronics,Smartphone,646.41,3,0.044,0.98,1852.92,Card,3.1,Completed,0,0,0.173,320.56,2024-09
D680F34B,2024-01-07,Store E,Online,Consumer,Busan,Grocery,Milk 1L,9.88,4,0.255,10.33,19.11,Cash,4.4,Completed,0,1,0.317,6.06,2024-01
F5068E0C,2024-07-05,Store C,Online,Consumer,Seoul,Apparel,Dress,110.11,2,0.09,1.8,198.6,Card,4.4,Returned,2,0,0.242,48.06,2024-07
8853CBD6,2024-03-23,Store B,Offline,Consumer,Daegu,Home,Lamp,254.79,1,0.104,8.72,219.57,Card,3.1,Completed,0,0,0.405,88.93,2024-03
5277D4DA,2024-08-23,Store C,Online,Consumer,Busan,Grocery,Pasta 1kg,19.9,3,0.207,7.91,39.43,Card,5.4,Completed,0,1,0.301,11.87,2024-08
7ACCECDD,2024-03-04,Store C,Offline,Consumer,Busan,Grocery,Pasta 1kg,17.62,3,0.271,8.02,30.51,Bank Transfer,2.9,Completed,0,1,0.291,8.88,2024-03
D0CF82F4,2024-09-09,Store D,Online,Corporate,Busan,Home,Lamp,86.24,2,0.01,1.59,169.17,E-Wallet,2.8,Completed,0,1,0.254,42.97,2024-09
F9B2D2C8,2024-05-21,Store A,Offline,Small Business,Seoul,Grocery,Olive Oil 500ml,29.74,2,0.054,0.75,55.52,Card,1.0,Completed,0,0,0.391,21.71,2024-05
D9AB0529,2024-12-07,Store D,Offline,Corporate,Seoul,Apparel,Jacket,28.83,3,0.092,1.47,77.06,Card,2.5,Completed,0,0,0.305,23.5,2024-12
4F273B77,2024-02-20,Store C,Online,Corporate,Seoul,Apparel,Jeans,86.42,2,0.041,0.62,165.13,E-Wallet,4.0,Returned,2,0,0.251,41.45,2024-02
CD520270,2024-05-04,Store E,Online,Consumer,Busan,Apparel,Jeans,103.46,2,0.168,0.5,171.66,Card,4.9,Completed,0,1,0.224,38.45,2024-05
352E8433,2024-02-11,Store B,Online,Consumer,Seoul,Beauty,Conditioner,24.45,6,0.032,0.12,141.89,Bank Transfer,2.0,Completed,0,0,0.275,39.02,2024-02
A65563AD,2024-12-03,Store C,Online,Consumer,Seoul,Beauty,Serum,70.38,5,0.201,1.55,279.62,Card,3.6,Completed,0,1,0.212,59.28,2024-12
247D9D04,2024-11-16,Store E,Online,Consumer,Daejeon,Apparel,Hoodie,18.5,3,0.15,0.28,46.9,E-Wallet,4.3,Completed,0,0,0.352,16.51,2024-11
591C50C8,2024-04-04,Store A,Offline,Consumer,Seoul,Electronics,Smartphone,834.59,2,0.193,17.67,1329.36,Bank Transfer,3.0,Completed,0,1,0.153,203.39,2024-04
FB387209,2024-08-28,Store E,Offline,Consumer,Daegu,Home,Vacuum,53.14,5,0.032,0.39,256.81,E-Wallet,1.0,Completed,0,0,0.27,69.34,2024-08
F9040428,2024-10-25,Store D,Offline,Consumer,Daegu,Electronics,Camera,634.32,4,0.069,1.63,2360.58,Cash,3.3,Cancelled,0,0,0.323,762.47,2024-10
01BCF70A,2024-07-21,Store A,Offline,Consumer,Seoul,Home,Air Purifier,90.02,1,0.172,10.64,63.9,Card,3.9,Completed,0,1,0.304,19.43,2024-07
6D5DE44B,2024-07-12,Store B,Offline,Corporate,Seoul,Beauty,Sunscreen,68.23,7,0.157,1.74,400.89,E-Wallet,1.9,Completed,0,1,0.23,92.2,2024-07
9FFF09AB,2024-03-29,Store D,Offline,Corporate,Seoul,Beauty,Moisturizer,44.89,7,0.077,1.44,288.59,Card,2.7,Completed,0,0,0.326,94.08,2024-03
28C6139B,2024-02-03,Store A,Online,Consumer,Incheon,Beauty,Moisturizer,17.74,6,0.088,1.24,95.83,Card,1.6,Completed,0,0,0.218,20.89,2024-02
09EA43DA,2024-11-23,Store C,Offline,Small Business,Busan,Grocery,Milk 1L,23.7,3,0.065,0.39,66.09,Bank Transfer,1.0,Completed,0,0,0.278,18.37,2024-11
014973E7,2024-11-24,Store B,Offline,Small Business,Daegu,Home,Desk,134.21,2,0.086,2.04,243.3,Bank Transfer,4.2,Completed,0,0,0.326,79.32,2024-11
3403B749,2024-08-19,Store C,Online,Consumer,Daejeon,Beauty,Conditioner,55.62,1,0.023,0.64,53.7,E-Wallet,3.0,Completed,0,0,0.312,16.75,2024-08
2E759C06,2024-05-03,Store A,Online,Consumer,Incheon,Home,Desk,266.93,3,0.009,0.89,792.69,Card,4.9,Completed,0,0,0.233,184.7,2024-05
4AA9BE0A,2024-05-07,Store E,Online,Consumer,Seoul,Electronics,Laptop,457.04,1,0.18,4.18,370.59,Bank Transfer,4.0,Completed,0,1,0.364,134.89,2024-05
1A32A1C8,2024-09-21,Store E,Online,Small Business,Seoul,Electronics,Tablet,367.41,3,0.084,0.34,1009.3,Bank Transfer,2.6,Completed,0,0,0.286,288.66,2024-09
94DEB5BD,2024-11-23,Store E,Offline,Small Business,Daegu,Apparel,T-Shirt,16.52,3,0.192,4.15,35.89,Card,2.9,Completed,0,1,0.332,11.92,2024-11
53307E84,2024-11-19,Store D,Online,Consumer,Seoul,Apparel,Dress,75.36,5,0.148,1.14,319.89,Card,3.7,Completed,0,0,0.387,123.8,2024-11
0425E93D,2024-10-11,Store A,Online,Consumer,Seoul,Home,Vacuum,132.64,5,0.125,2.81,577.49,Card,4.2,Completed,0,0,0.358,206.74,2024-10
D50D602C,2024-08-22,Store D,Offline,Consumer,Incheon,Grocery,Rice 5kg,16.24,5,0.043,1.76,75.95,Card,3.4,Completed,0,1,0.358,27.19,2024-08
41C597DE,2024-01-31,Store A,Online,Consumer,Seoul,Electronics,Smartwatch,287.2,5,0.003,0.2,1431.49,E-Wallet,4.3,Returned,2,0,0.293,419.43,2024-01
068F297A,2024-02-28,Store A,Online,Consumer,Daejeon,Electronics,Laptop,472.54,4,0.063,3.2,1767.88,Cash,2.6,Completed,0,0,0.336,594.01,2024-02
4FAA6EAF,2024-11-23,Store B,Online,Small Business,Incheon,Grocery,Eggs 12,39.41,3,0.223,3.53,88.33,Bank Transfer,1.8,Completed,0,1,0.295,26.06,2024-11
7E657703,2024-08-09,Store C,Offline,Corporate,Seoul,Electronics,Tablet,373.32,4,0.171,6.61,1231.32,E-Wallet,2.9,Completed,0,1,0.195,240.11,2024-08
AD1850F0,2024-01-04,Store D,Offline,Corporate,Daejeon,Home,Vacuum,187.92,4,0.056,1.24,708.35,Card,3.2,Completed,0,0,0.301,213.21,2024-01
F4802C4F,2024-02-07,Store D,Online,Small Business,Seoul,Home,Chair,237.42,4,0.064,1.35,887.55,Bank Transfer,1.6,Completed,0,0,0.298,264.49,2024-02
4B38049A,2024-08-30,Store B,Offline,Corporate,Seoul,Home,Lamp,229.76,3,0.026,1.26,670.1,Card,1.4,Completed,0,0,0.321,215.1,2024-08
4CD4EC89,2024-01-02,Store B,Online,Consumer,Seoul,Electronics,Laptop,396.58,4,0.0,2.7,1583.62,E-Wallet,3.5,Completed,0,0,0.271,429.16,2024-01
9E54FB72,2024-02-28,Store E,Offline,Corporate,Seoul,Electronics,Smartphone,608.15,2,0.108,3.91,1081.03,Card,2.5,Completed,0,1,0.227,245.39,2024-02
BB9A04F3,2024-07-19,Store B,Offline,Consumer,Seoul,Electronics,Tablet,803.45,3,0.238,7.95,1828.74,E-Wallet,2.8,Completed,0,1,0.326,596.17,2024-07
E087F472,2024-09-09,Store C,Offline,Corporate,Seoul,Home,Desk,24.33,3,0.239,4.35,51.2,Card,2.6,Completed,0,1,0.188,9.63,2024-09
0C960687,2024-08-25,Store A,Online,Consumer,Seoul,Home,Desk,142.01,1,0.149,0.68,120.17,Card,4.8,Completed,0,0,0.382,45.9,2024-08
44E1875C,2024-03-22,Store D,Offline,Corporate,Seoul,Electronics,Smartwatch,318.21,4,0.052,0.05,1206.6,Bank Transfer,4.5,Completed,0,0,0.264,318.54,2024-03
F8AC8B83,2024-09-16,Store D,Offline,Consumer,Daegu,Home,Chair,128.82,4,0.0,1.15,514.13,Card,1.5,Completed,0,0,0.297,152.7,2024-09
8DB33BCE,2024-03-27,Store A,Online,Consumer,Daegu,Grocery,Rice 5kg,17.81,6,0.184,0.79,86.41,Cash,2.4,Completed,0,1,0.319,27.56,2024-03
8100DF03,2024-04-28,Store A,Offline,Consumer,Seoul,Electronics,Headphones,710.0,1,0.136,0.88,612.56,Card,4.0,Returned,1,0,0.321,196.63,2024-04
192196C2,2024-09-29,Store D,Online,Consumer,Seoul,Home,Cookware Set,46.27,4,0.075,0.44,170.76,Bank Transfer,3.7,Completed,0,0,0.181,30.91,2024-09
C3ACC668,2024-08-25,Store D,Offline,Corporate,Seoul,Beauty,Serum,44.91,1,0.061,1.16,41.01,Card,3.0,Completed,0,0,0.338,13.86,2024-08
E2E6D7C7,2024-11-05,Store B,Online,Corporate,Seoul,Apparel,Sneakers,74.24,5,0.148,1.31,314.95,Card,1.6,Returned,3,0,0.301,94.8,2024-11
7D2EF7BB,2024-08-28,Store E,Offline,Consumer,Daegu,Apparel,Dress,66.89,3,0.034,1.11,192.74,Card,2.2,Returned,2,0,0.236,45.49,2024-08
DF28FF9D,2024-07-26,Store A,Online,Consumer,Incheon,Home,Desk,224.92,4,0.119,1.05,791.57,Card,2.4,Completed,0,0,0.228,180.48,2024-07
ADB865D6,2024-02-04,Store B,Online,Consumer,Seoul,Grocery,Milk 1L,16.58,2,0.002,0.95,32.14,Card,3.3,Completed,0,0,0.257,8.26,2024-02
A8D97E43,2024-05-14,Store E,Online,Consumer,Seoul,Grocery,Olive Oil 500ml,37.91,2,0.278,8.44,46.3,Card,5.0,Completed,0,1,0.189,8.75,2024-05
015284A3,2024-04-06,Store B,Online,Consumer,Seoul,Home,Cookware Set,154.9,2,0.045,0.23,295.63,Card,2.2,Completed,0,0,0.401,118.55,2024-04
BB18CE3E,2024-03-30,Store C,Online,Small Business,Busan,Beauty,Sunscreen,49.13,2,0.152,5.06,78.26,Card,1.8,Returned,1,1,0.384,30.05,2024-03
5827E0D1,2024-12-21,Store B,Online,Consumer,Seoul,Apparel,Hoodie,101.68,1,0.004,3.58,97.69,Cash,2.9,Completed,0,0,0.312,30.48,2024-12
8EF4D006,2024-05-23,Store B,Online,Consumer,Daejeon,Home,Desk,97.07,2,0.087,0.67,176.58,E-Wallet,4.2,Completed,0,0,0.264,46.62,2024-05
45A7B843,2024-11-21,Store E,Online,Consumer,Daegu,Home,Lamp,41.06,2,0.171,0.8,67.28,Card,1.3,Completed,0,1,0.266,17.9,2024-11
8C795164,2024-08-18,Store B,Online,Consumer,Seoul,Electronics,Smartphone,680.84,2,0.188,3.82,1101.86,Cash,4.7,Completed,0,1,0.333,366.92,2024-08
E2D8E97A,2024-10-17,Store E,Offline,Consumer,Busan,Beauty,Shampoo,42.78,1,0.161,6.69,29.2,Cash,2.8,Completed,0,1,0.403,11.77,2024-10
72B26E4E,2024-07-02,Store A,Online,Corporate,Daejeon,Home,Lamp,271.02,5,0.089,2.75,1231.75,Card,2.1,Completed,0,1,0.24,295.62,2024-07
20C12B7E,2024-07-29,Store A,Offline,Consumer,Busan,Apparel,Jeans,118.18,2,0.047,2.81,222.44,Bank Transfer,1.1,Completed,0,0,0.202,44.93,2024-07
C15602A0,2024-06-28,Store A,Offline,Consumer,Seoul,Grocery,Olive Oil 500ml,17.17,3,0.014,0.97,49.82,Card,3.8,Completed,0,0,0.388,19.33,2024-06
3453AB30,2024-03-12,Store D,Offline,Consumer,Seoul,Electronics,Laptop,461.58,2,0.22,6.2,713.86,Card,2.8,Completed,0,1,0.155,110.65,2024-03
4FFE2528,2024-09-20,Store B,Online,Consumer,Daegu,Apparel,Jeans,57.84,4,0.108,5.34,201.03,Card,3.2,Completed,0,1,0.209,42.02,2024-09
41DAB16A,2024-04-12,Store E,Offline,Consumer,Busan,Electronics,Headphones,393.42,3,0.123,3.91,1031.18,Cash,1.9,Completed,0,0,0.263,271.2,2024-04
AED27FC0,2024-01-09,Store C,Online,Small Business,Incheon,Beauty,Shampoo,64.28,4,0.193,4.31,203.19,Cash,2.6,Completed,0,1,0.171,34.75,2024-01
269CBC7F,2024-08-23,Store E,Online,Corporate,Daegu,Beauty,Sunscreen,62.65,3,0.147,0.56,159.76,Card,2.4,Completed,0,0,0.358,57.19,2024-08
0F96381B,2024-03-05,Store A,Online,Consumer,Daejeon,Apparel,T-Shirt,65.26,4,0.09,1.72,235.83,Card,2.9,Returned,2,0,0.34,80.18,2024-03
B9B8D3DB,2024-12-09,Store E,Offline,Consumer,Daejeon,Beauty,Sunscreen,11.22,2,0.16,1.84,17.01,E-Wallet,2.2,Completed,0,1,0.24,4.08,2024-12
53892584,2024-12-14,Store D,Online,Consumer,Seoul,Apparel,Dress,47.5,3,0.05,2.38,133.0,Card,1.2,Returned,1,0,0.37,49.21,2024-12
48FA45D8,2024-11-29,Store D,Online,Consumer,Busan,Beauty,Sunscreen,29.05,3,0.0,0.21,86.94,Card,6.3,Completed,0,0,0.381,33.12,2024-11
6B2BD655,2024-05-15,Store D,Offline,Corporate,Incheon,Home,Desk,247.1,3,0.213,16.17,567.23,E-Wallet,1.4,Completed,0,1,0.272,154.29,2024-05
AEBCA3B2,2024-01-06,Store D,Offline,Corporate,Incheon,Apparel,Hoodie,24.2,1,0.057,0.94,21.88,Bank Transfer,3.2,Completed,0,0,0.248,5.43,2024-01
6EE138A4,2024-12-04,Store C,Online,Consumer,Busan,Grocery,Coffee 500g,32.62,5,0.076,9.08,141.62,Cash,1.0,Completed,0,0,0.438,62.03,2024-12
9D242E5D,2024-06-05,Store A,Online,Consumer,Seoul,Apparel,Jeans,85.26,4,0.083,1.76,310.97,Bank Transfer,1.0,Completed,0,0,0.33,102.62,2024-06
CA3C923D,2024-12-18,Store A,Offline,Consumer,Daegu,Electronics,Smartwatch,699.33,4,0.052,0.01,2651.85,E-Wallet,3.1,Completed,0,0,0.298,790.25,2024-12
B0D67A8B,2024-12-17,Store E,Online,Small Business,Incheon,Home,Chair,141.02,4,0.188,7.67,450.36,Card,3.2,Returned,3,1,0.375,168.88,2024-12
48914BE5,2024-11-07,Store C,Online,Corporate,Seoul,Grocery,Eggs 12,27.83,2,0.13,0.51,47.91,Card,4.5,Completed,0,0,0.301,14.42,2024-11
3C70B3E1,2024-04-17,Store D,Online,Consumer,Seoul,Apparel,Sneakers,78.95,4,0.076,6.04,285.76,Card,3.5,Cancelled,0,1,0.245,70.01,2024-04
8D013F88,2024-05-20,Store C,Offline,Consumer,Seoul,Electronics,Tablet,726.74,4,0.0,0.44,2906.52,E-Wallet,2.8,Completed,0,0,0.286,831.26,2024-05
9C615B06,2024-11-06,Store A,Offline,Corporate,Seoul,Apparel,Jacket,61.91,1,0.124,2.23,52.0,Cash,1.9,Completed,0,0,0.353,18.36,2024-11
2D2D3369,2024-04-25,Store A,Offline,Consumer,Seoul,Home,Chair,152.39,2,0.0,0.11,304.67,Card,4.8,Completed,0,0,0.141,42.96,2024-04
C9B07453,2024-03-02,Store D,Offline,Consumer,Seoul,Electronics,Tablet,632.68,1,0.119,1.62,555.77,E-Wallet,4.1,Completed,0,0,0.26,144.5,2024-03
AE28FE72,2024-07-22,Store B,Online,Consumer,Busan,Beauty,Moisturizer,15.78,1,0.207,21.38,0.0,Card,1.5,Completed,0,1,0.377,0.0,2024-07
B3839D00,2024-12-07,Store A,Online,Corporate,Busan,Grocery,Eggs 12,18.58,4,0.105,2.12,64.4,Card,3.0,Completed,0,0,0.244,15.71,2024-12
62F19ACF,2024-09-11,Store C,Online,Consumer,Incheon,Home,Air Purifier,292.15,3,0.197,1.76,702.03,Card,3.2,Returned,2,1,0.388,272.39,2024-09
430F943B,2024-07-27,Store A,Online,Consumer,Daegu,Apparel,Dress,18.94,3,0.002,0.1,56.61,Card,2.6,Completed,0,0,0.379,21.46,2024-07
8ACAE7C8,2024-02-05,Store C,Online,Small Business,Seoul,Apparel,Sneakers,48.18,1,0.263,1.36,34.15,E-Wallet,3.9,Completed,0,1,0.275,9.39,2024-02
AAA66B15,2024-08-12,Store B,Offline,Consumer,Seoul,Electronics,Camera,385.58,3,0.188,5.4,933.87,Card,4.0,Completed,0,1,0.24,224.13,2024-08
63069E37,2024-12-27,Store D,Offline,Consumer,Daegu,Grocery,Milk 1L,26.07,5,0.138,2.03,110.33,Bank Transfer,2.8,Completed,0,0,0.26,28.69,2024-12
933F6FEB,2024-02-21,Store B,Offline,Consumer,Seoul,Apparel,Sneakers,26.11,1,0.052,0.43,24.32,Cash,2.7,Completed,0,0,0.467,11.36,2024-02
DFE872E4,2024-07-08,Store C,Online,Consumer,Daejeon,Apparel,Sneakers,81.0,1,0.039,0.88,76.96,Card,4.8,Completed,0,0,0.411,31.63,2024-07
9CA9F60D,2024-11-16,Store A,Offline,Corporate,Daegu,Beauty,Moisturizer,14.84,2,0.094,1.32,25.57,E-Wallet,4.1,Completed,0,0,0.289,7.39,2024-11
0D6E69A8,2024-09-27,Store A,Offline,Consumer,Busan,Apparel,Dress,24.97,3,0.196,3.65,56.58,Card,3.1,Completed,0,1,0.237,13.41,2024-09
07AF0629,2024-09-11,Store B,Online,Consumer,Daejeon,Home,Vacuum,223.89,3,0.0,0.35,671.32,Card,1.0,Completed,0,0,0.288,193.34,2024-09
D19A4A7D,2024-09-13,Store C,Offline,Consumer,Seoul,Electronics,Headphones,393.1,3,0.101,2.56,1057.63,Card,3.4,Completed,0,0,0.297,314.12,2024-09
C6DBE43A,2024-05-11,Store C,Online,Corporate,Seoul,Grocery,Coffee 500g,39.14,4,0.159,8.01,123.66,E-Wallet,3.8,Cancelled,0,1,0.193,23.87,2024-05
006F7D31,2024-04-17,Store B,Online,Corporate,Busan,Grocery,Pasta 1kg,3.42,2,0.174,4.28,1.37,Card,1.0,Completed,0,1,0.286,0.39,2024-04
22DD1585,2024-10-22,Store D,Online,Consumer,Seoul,Home,Chair,144.63,3,0.158,5.3,360.04,Card,3.3,Completed,0,1,0.373,134.29,2024-10
60B6A6A2,2024-10-22,Store E,Online,Consumer,Daejeon,Grocery,Eggs 12,6.3,4,0.0,1.05,24.15,Card,2.5,Completed,0,0,0.154,3.72,2024-10
B6C21FBF,2024-11-12,Store D,Online,Corporate,Seoul,Electronics,Smartwatch,413.53,2,0.191,6.83,662.26,Card,2.7,Completed,0,1,0.338,223.84,2024-11
30BF168D,2024-11-29,Store A,Offline,Consumer,Busan,Home,Lamp,299.5,1,0.105,1.39,266.66,Bank Transfer,1.9,Returned,1,0,0.376,100.26,2024-11
F5316708,2024-07-05,Store C,Offline,Corporate,Busan,Home,Air Purifier,268.88,4,0.013,1.49,1060.05,Card,2.8,Completed,0,0,0.241,255.47,2024-07
79950A79,2024-07-02,Store A,Offline,Corporate,Incheon,Home,Vacuum,33.53,1,0.098,3.78,26.46,Card,4.7,Completed,0,0,0.399,10.56,2024-07
74D28BFE,2024-10-18,Store A,Offline,Corporate,Seoul,Apparel,Jacket,74.14,2,0.0,1.23,147.05,Card,2.5,Returned,1,0,0.232,34.12,2024-10
58162EA4,2024-08-25,Store E,Online,Consumer,Seoul,Apparel,Jeans,83.02,3,0.146,0.17,212.53,Card,4.2,Completed,0,0,0.311,66.1,2024-08
CE0403B7,2024-09-13,Store A,Offline,Consumer,Daegu,Electronics,Smartphone,307.15,3,0.09,0.51,838.01,E-Wallet,2.0,Completed,0,0,0.259,217.04,2024-09
86012095,2024-10-17,Store C,Online,Corporate,Seoul,Apparel,T-Shirt,30.24,2,0.0,0.26,60.22,Card,3.9,Returned,1,0,0.259,15.6,2024-10
98016838,2024-11-20,Store C,Online,Consumer,Daegu,Electronics,Smartphone,828.29,3,0.077,1.5,2292.04,E-Wallet,3.0,Completed,0,0,0.237,543.21,2024-11
828927F5,2024-05-03,Store D,Online,Consumer,Busan,Beauty,Conditioner,77.75,4,0.043,2.02,295.61,Card,3.4,Completed,0,0,0.329,97.26,2024-05
39B92389,2024-05-17,Store C,Online,Small Business,Incheon,Electronics,Laptop,893.92,6,0.049,0.65,5100.06,Card,3.0,Completed,0,1,0.339,1728.92,2024-05
5536DA83,2024-02-04,Store A,Online,Small Business,Incheon,Electronics,Tablet,742.32,3,0.0,0.49,2226.47,E-Wallet,3.8,Completed,0,0,0.275,612.28,2024-02
65184C39,2024-07-30,Store B,Online,Consumer,Seoul,Home,Cookware Set,205.78,4,0.0,7.45,815.67,Card,1.0,Completed,0,0,0.185,150.9,2024-07
F991B5FD,2024-01-14,Store C,Online,Consumer,Busan,Home,Vacuum,116.8,3,0.082,0.47,321.2,Bank Transfer,1.3,Completed,0,0,0.308,98.93,2024-01
FE80DFCF,2024-06-18,Store A,Offline,Consumer,Daegu,Grocery,Milk 1L,8.51,4,0.068,0.93,30.8,E-Wallet,3.5,Completed,0,0,0.31,9.55,2024-06
8F324152,2024-07-17,Store B,Online,Corporate,Seoul,Home,Desk,42.11,2,0.178,6.34,62.89,Card,1.0,Completed,0,1,0.265,16.67,2024-07
B99F5EEE,2024-04-14,Store A,Online,Small Business,Daejeon,Apparel,T-Shirt,87.8,4,0.049,0.7,333.29,Card,2.4,Completed,0,0,0.411,136.98,2024-04
9BBD2C52,2024-08-03,Store A,Online,Consumer,Seoul,Grocery,Pasta 1kg,31.82,2,0.058,1.27,58.68,Bank Transfer,2.9,Completed,0,0,0.171,10.03,2024-08
907FFB7E,2024-01-12,Store B,Offline,Consumer,Seoul,Home,Cookware Set,251.41,1,0.062,1.25,234.57,Card,2.0,Returned,1,0,0.125,29.32,2024-01
A91F3DAF,2024-01-14,Store A,Online,Small Business,Seoul,Electronics,Headphones,835.32,5,0.084,1.03,3824.74,Card,2.2,Completed,0,0,0.229,875.87,2024-01
28A054D3,2024-10-27,Store C,Online,Consumer,Daejeon,Home,Vacuum,266.38,4,0.107,2.75,948.76,Card,3.3,Completed,0,0,0.33,313.09,2024-10
CFD663B0,2024-05-11,Store D,Online,Consumer,Seoul,Grocery,Pasta 1kg,39.99,2,0.067,3.01,71.61,Card,4.2,Completed,0,0,0.206,14.75,2024-05
EA53B20C,2024-02-16,Store D,Online,Small Business,Daegu,Apparel,Jacket,40.63,1,0.146,1.75,32.95,Bank Transfer,1.8,Completed,0,0,0.211,6.95,2024-02
BF8B3E31,2024-07-09,Store A,Online,Consumer,Daegu,Apparel,Hoodie,95.15,3,0.284,1.12,203.26,Card,2.3,Cancelled,0,1,0.347,70.53,2024-07
9B27FEB5,2024-10-08,Store A,Online,Corporate,Seoul,Electronics,Laptop,589.84,3,0.034,0.57,1708.79,Card,2.1,Completed,0,0,0.312,533.14,2024-10
D964A176,2024-03-19,Store A,Online,Consumer,Seoul,Electronics,Tablet,345.93,3,0.131,0.78,901.06,Cash,1.0,Completed,0,0,0.306,275.72,2024-03
EDE90DF0,2024-08-15,Store C,Online,Consumer,Incheon,Apparel,Jeans,118.1,2,0.102,1.49,210.62,Card,3.2,Completed,0,0,0.335,70.56,2024-08
BC037FAC,2024-02-01,Store D,Online,Corporate,Seoul,Home,Air Purifier,271.41,4,0.184,4.85,881.03,Card,4.1,Completed,0,1,0.25,220.26,2024-02
74771ABB,2024-01-19,Store A,Offline,Consumer,Daegu,Electronics,Camera,246.39,5,0.116,2.96,1086.08,Bank Transfer,4.2,Completed,0,0,0.253,274.78,2024-01
7171F92F,2024-07-12,Store E,Online,Small Business,Seoul,Grocery,Olive Oil 500ml,2.99,3,0.042,0.24,8.35,Card,2.0,Completed,0,0,0.337,2.81,2024-07
609033D7,2024-07-16,Store A,Online,Consumer,Seoul,Beauty,Serum,57.56,4,0.007,1.23,227.4,Bank Transfer,1.5,Returned,1,0,0.186,42.3,2024-07
270DACF2,2024-08-20,Store C,Online,Consumer,Daegu,Home,Vacuum,189.16,3,0.149,0.23,482.7,E-Wallet,3.0,Completed,0,0,0.13,62.75,2024-08
C1500038,2024-09-22,Store D,Offline,Consumer,Seoul,Grocery,Eggs 12,37.56,7,0.013,0.29,259.21,Card,4.0,Completed,0,0,0.25,64.8,2024-09
94B20D72,2024-12-22,Store E,Online,Consumer,Seoul,Electronics,Camera,325.5,6,0.195,5.65,1566.52,Card,3.2,Cancelled,0,1,0.345,540.45,2024-12
0BDAD1F2,2024-07-07,Store D,Online,Consumer,Seoul,Home,Chair,43.63,2,0.144,0.36,74.33,Card,3.3,Completed,0,0,0.298,22.15,2024-07
00A8832F,2024-04-27,Store D,Offline,Consumer,Seoul,Home,Cookware Set,92.58,2,0.107,1.86,163.49,Card,4.4,Completed,0,0,0.34,55.59,2024-04
049974C8,2024-10-17,Store B,Online,Consumer,Busan,Grocery,Coffee 500g,2.72,4,0.0,0.02,10.86,E-Wallet,2.1,Completed,0,0,0.139,1.51,2024-10
