Project_ID,Project_Name,Region,Project_Type,Start_Date,Expected_End_Date,Actual_End_Date,Total_Budget,Spent_Budget,Main_Contractor,Project_Manager,Current_Status,Total_Workers,Safety_Incidents,Material_Cost,Labor_Cost,Equipment_Cost,Risk_Level,Is_Green_Building,Client_Name
PRJ-0124,Dự án Dân dụng 124,Miền Nam,Dân dụng,7/1/2018,9/17/2019,,877.99,766.37,Fecon,Vũ Văn F,Suspended,3,3,323.44,209.8,97.59,Medium,FALSE,BIM Group
PRJ-0125,Dự án Hạ tầng 125,Miền Bắc,Hạ tầng,7/28/2022,1/9/2024,1/17/2024,737.03,737.03,Hòa Bình,Vũ Văn F,Completed,639,5,304.48,197.47,104.33,High,FALSE,Masterise
PRJ-0126,Dự án Hạ tầng 126,Miền Nam,Hạ tầng,3/8/2021,9/11/2021,,785.25,322.3,Conteccons,Lê Văn C,In Progress,1618,2,151.02,86.97,47.75,High,FALSE,Nhà nước
PRJ-0127,Dự án Công nghiệp 127,Miền Bắc,Công nghiệp,11/3/2021,3/30/2024,,257.1,5.92,Delta,Trần Thị B,Planning,6,0,2.43,1.57,0.83,Medium,FALSE,SunGroup
PRJ-0128,Dự án Hạ tầng 128,Miền Nam,Hạ tầng,5/12/2023,6/21/2024,,65.77,32.5,Conteccons,Hoàng Thị E,In Progress,139,1,14.32,9.59,4.37,High,FALSE,Novaland
PRJ-0129,Dự án Hạ tầng 129,Miền Trung,Hạ tầng,2/5/2018,5/9/2019,,608.38,517.34,Hòa Bình,Nguyễn Văn A,Suspended,1,3,225.63,114.53,65.08,Medium,FALSE,Nhà nước
PRJ-0130,Dự án Thương mại 130,Miền Trung,Thương mại,8/18/2023,2/18/2025,,164.81,127.71,Ricons,Trần Thị B,Suspended,4,0,59.77,26.9,16.84,Medium,FALSE,SunGroup
PRJ-0131,Dự án Công nghiệp 131,Miền Bắc,Công nghiệp,1/11/2018,10/31/2018,11/25/2018,852.24,852.24,Hòa Bình,Phạm Văn D,Completed,84,1,406.96,201.47,127.02,Low,TRUE,VinGroup
PRJ-0132,Dự án Hạ tầng 132,Miền Bắc,Hạ tầng,3/20/2020,5/29/2021,,864.29,431.02,Fecon,Lê Văn C,Suspended,1,3,195.24,95.49,53.69,Medium,FALSE,BIM Group
PRJ-0133,Dự án Công nghiệp 133,Miền Nam,Công nghiệp,4/16/2024,7/29/2025,8/27/2025,932.71,932.71,Hòa Bình,Hoàng Thị E,Completed,1773,0,411.68,187.35,114.7,Medium,TRUE,Novaland
PRJ-0134,Dự án Công nghiệp 134,Miền Nam,Công nghiệp,7/3/2018,5/3/2019,6/21/2019,1464.29,1464.29,Coteccons,Nguyễn Văn A,Completed,973,0,624.08,374.5,149.55,High,FALSE,Novaland
PRJ-0135,Dự án Thương mại 135,Miền Trung,Thương mại,5/25/2018,8/27/2019,9/26/2019,270.66,270.66,Fecon,Phạm Văn D,Completed,1321,1,113.29,60.6,38.48,Low,TRUE,Novaland
PRJ-0136,Dự án Thương mại 136,Miền Bắc,Thương mại,5/15/2021,12/4/2021,12/5/2021,1411.56,1411.56,Ricons,Hoàng Thị E,Completed,1063,2,607.29,312.34,141.5,Low,FALSE,Phát Đạt
PRJ-0137,Dự án Hạ tầng 137,Miền Trung,Hạ tầng,5/9/2019,9/23/2020,,388.13,178.7,Fecon,Phạm Văn D,Suspended,14,3,84.87,43.18,21.32,Low,FALSE,SunGroup
PRJ-0138,Dự án Hạ tầng 138,Miền Trung,Hạ tầng,12/1/2023,9/6/2025,,509.41,449.11,Hòa Bình,Hoàng Thị E,Suspended,20,2,204.06,97.13,51.39,High,TRUE,Masterise
PRJ-0139,Dự án Dân dụng 139,Miền Bắc,Dân dụng,6/14/2024,12/4/2026,,972.79,678.23,Delta,Hoàng Thị E,In Progress,1695,1,305.35,170.77,69.9,High,FALSE,Masterise
PRJ-0140,Dự án Công nghiệp 140,Miền Bắc,Công nghiệp,2/13/2024,12/28/2025,,495.21,117.29,Coteccons,Trần Thị B,Suspended,1,2,50.35,27.23,12.9,High,TRUE,VinGroup
PRJ-0141,Dự án Công nghiệp 141,Miền Nam,Công nghiệp,4/3/2021,2/17/2023,,1238.68,502.86,Vinaconex,Hoàng Thị E,Suspended,19,0,240.74,134.38,55.55,Medium,FALSE,Phát Đạt
PRJ-0142,Dự án Hạ tầng 142,Miền Trung,Hạ tầng,10/25/2023,5/7/2026,,1168.84,440.63,Delta,Trần Thị B,Suspended,11,5,212.68,115.76,47.16,Low,FALSE,Nhà nước
PRJ-0143,Dự án Công nghiệp 143,Miền Nam,Công nghiệp,10/27/2019,3/22/2022,6/4/2022,1307.93,1307.93,Conteccons,Trần Thị B,Completed,451,1,585,282.12,181.44,High,TRUE,Đất Xanh
PRJ-0144,Dự án Dân dụng 144,Miền Bắc,Dân dụng,4/2/2020,4/24/2022,,317.61,183.26,Vinaconex,Nguyễn Văn A,Suspended,1,4,76.74,43.53,20.24,Medium,FALSE,VinGroup
PRJ-0145,Dự án Dân dụng 145,Miền Trung,Dân dụng,9/9/2023,6/10/2025,,1044.52,171.4,Delta,Phạm Văn D,Suspended,0,5,73.02,37.91,19.29,Low,TRUE,Novaland
PRJ-0146,Dự án Công nghiệp 146,Miền Trung,Công nghiệp,7/18/2018,3/31/2021,4/29/2021,509.67,509.67,Hòa Bình,Nguyễn Văn A,Completed,1603,2,239.14,127.51,72.1,Medium,TRUE,Masterise
PRJ-0147,Dự án Thương mại 147,Miền Nam,Thương mại,7/8/2018,12/17/2020,,1466.7,585.62,Ricons,Hoàng Thị E,Suspended,18,0,255.59,159.21,66.82,Low,FALSE,Masterise
PRJ-0148,Dự án Thương mại 148,Miền Nam,Thương mại,9/3/2022,11/7/2023,,230.15,192.42,Ricons,Trần Thị B,Suspended,8,5,81.57,56.94,23.75,Low,FALSE,Nhà nước
PRJ-0149,Dự án Thương mại 149,Miền Nam,Thương mại,2/27/2023,2/13/2025,,226.3,134.72,Coteccons,Vũ Văn F,Suspended,9,4,60.2,36.55,19.64,Low,FALSE,SunGroup
PRJ-0150,Dự án Dân dụng 150,Miền Bắc,Dân dụng,10/16/2023,11/27/2025,1/17/2026,1311.47,1311.47,Fecon,Lê Văn C,Completed,801,0,603.69,390.21,187.38,Low,TRUE,Đất Xanh
PRJ-0151,Dự án Hạ tầng 151,Miền Trung,Hạ tầng,5/29/2022,8/22/2023,8/9/2023,779.87,779.87,Ricons,Phạm Văn D,Completed,1381,3,368.61,196.45,85.52,Low,TRUE,SunGroup
PRJ-0152,Dự án Hạ tầng 152,Miền Trung,Hạ tầng,1/18/2024,8/4/2025,,560.94,18.31,Delta,Vũ Văn F,Planning,0,0,7.66,4.85,2.67,Medium,TRUE,Đất Xanh
PRJ-0153,Dự án Hạ tầng 153,Miền Bắc,Hạ tầng,5/24/2018,9/13/2020,,1413.38,446.09,Coteccons,Phạm Văn D,In Progress,1864,5,196.71,116.84,58.63,Medium,TRUE,BIM Group
PRJ-0154,Dự án Dân dụng 154,Miền Bắc,Dân dụng,8/2/2020,8/20/2021,8/27/2021,679.32,679.32,Hòa Bình,Hoàng Thị E,Completed,1826,2,325.74,164.81,80.81,High,TRUE,Nhà nước
PRJ-0155,Dự án Dân dụng 155,Miền Bắc,Dân dụng,8/31/2023,9/3/2025,,779.15,259.08,Delta,Lê Văn C,In Progress,904,5,119.64,59.39,33.01,High,TRUE,Đất Xanh
PRJ-0156,Dự án Dân dụng 156,Miền Bắc,Dân dụng,10/3/2022,5/10/2024,,667.88,100.14,Conteccons,Lê Văn C,In Progress,1058,0,48.77,28.62,14.08,Low,FALSE,BIM Group
PRJ-0157,Dự án Công nghiệp 157,Miền Bắc,Công nghiệp,5/4/2021,4/20/2022,4/12/2022,1050.06,1050.06,Coteccons,Lê Văn C,Completed,543,1,469.75,314.59,146.54,High,FALSE,BIM Group
PRJ-0158,Dự án Dân dụng 158,Miền Trung,Dân dụng,3/22/2018,9/25/2020,,994.98,363.89,Conteccons,Vũ Văn F,In Progress,793,2,153.58,93.29,54.36,Medium,FALSE,Phát Đạt
PRJ-0159,Dự án Dân dụng 159,Miền Trung,Dân dụng,10/28/2023,6/7/2024,,1016.22,461.63,Ricons,Lê Văn C,Suspended,20,1,210.71,117.4,58.58,Low,FALSE,Đất Xanh
PRJ-0160,Dự án Thương mại 160,Miền Trung,Thương mại,9/15/2019,5/7/2022,5/9/2022,421.5,421.5,Vinaconex,Nguyễn Văn A,Completed,1739,5,204.51,117.34,55.65,Low,TRUE,VinGroup
PRJ-0161,Dự án Dân dụng 161,Miền Trung,Dân dụng,8/14/2022,6/24/2023,,610.08,24.48,Vinaconex,Nguyễn Văn A,Planning,14,0,12.05,7.2,3.19,High,FALSE,Phát Đạt
PRJ-0162,Dự án Thương mại 162,Miền Bắc,Thương mại,3/17/2022,11/13/2023,,588.48,24.08,Vinaconex,Lê Văn C,Planning,7,0,10.34,6,3.41,Low,TRUE,Masterise
PRJ-0163,Dự án Thương mại 163,Miền Trung,Thương mại,11/10/2018,5/24/2019,8/7/2019,961.29,961.29,Ricons,Nguyễn Văn A,Completed,1312,1,460.12,213.37,125.29,High,FALSE,BIM Group
PRJ-0164,Dự án Dân dụng 164,Miền Trung,Dân dụng,1/22/2022,3/15/2024,,844.45,377.41,Ricons,Lê Văn C,In Progress,1248,3,155.56,97.93,39.31,Medium,FALSE,VinGroup
PRJ-0165,Dự án Thương mại 165,Miền Bắc,Thương mại,10/8/2023,8/10/2024,7/21/2024,168.12,168.12,Coteccons,Lê Văn C,Completed,1467,3,69.46,41.05,20.15,Low,FALSE,Novaland
PRJ-0166,Dự án Dân dụng 166,Miền Trung,Dân dụng,2/29/2024,3/8/2026,,1346.76,374.58,Vinaconex,Phạm Văn D,Suspended,1,4,158.92,99.41,54.21,Medium,FALSE,Novaland
PRJ-0167,Dự án Công nghiệp 167,Miền Bắc,Công nghiệp,7/5/2023,6/23/2024,,1489.81,707.52,Hòa Bình,Hoàng Thị E,Suspended,20,5,292.55,208.1,71.81,High,FALSE,VinGroup
PRJ-0168,Dự án Hạ tầng 168,Miền Bắc,Hạ tầng,12/16/2019,5/24/2021,,168.75,6.89,Coteccons,Phạm Văn D,Planning,7,0,3.37,1.74,0.94,High,TRUE,BIM Group
PRJ-0169,Dự án Thương mại 169,Miền Nam,Thương mại,4/11/2020,11/3/2020,,240,166.56,Conteccons,Lê Văn C,In Progress,1463,2,71.38,47.33,17.42,Medium,TRUE,VinGroup
PRJ-0170,Dự án Thương mại 170,Miền Nam,Thương mại,7/9/2024,9/27/2025,,1228.9,930.58,Conteccons,Hoàng Thị E,In Progress,970,1,459.08,191.12,120.14,Low,FALSE,Nhà nước
PRJ-0171,Dự án Thương mại 171,Miền Nam,Thương mại,6/7/2024,7/20/2025,,1339.21,41.92,Hòa Bình,Hoàng Thị E,Planning,15,0,18.71,8.52,6.24,High,TRUE,SunGroup
PRJ-0172,Dự án Hạ tầng 172,Miền Trung,Hạ tầng,8/20/2022,1/25/2025,,403.53,19.76,Fecon,Trần Thị B,Planning,10,0,8.26,5.18,2.93,Medium,TRUE,VinGroup
PRJ-0173,Dự án Dân dụng 173,Miền Nam,Dân dụng,11/29/2020,1/13/2022,,425.11,367.24,Fecon,Lê Văn C,Suspended,1,3,178.23,89.38,42.34,Low,FALSE,VinGroup
PRJ-0174,Dự án Công nghiệp 174,Miền Bắc,Công nghiệp,5/26/2019,5/16/2020,8/2/2020,844.93,844.93,Ricons,Nguyễn Văn A,Completed,788,5,395.27,237.93,106.54,Low,FALSE,Nhà nước
PRJ-0175,Dự án Hạ tầng 175,Miền Trung,Hạ tầng,4/24/2018,11/6/2020,,185.2,19.48,Hòa Bình,Phạm Văn D,In Progress,1718,0,9.57,4.76,2.26,Low,TRUE,Novaland
PRJ-0176,Dự án Dân dụng 176,Miền Bắc,Dân dụng,10/16/2024,1/2/2027,1/19/2027,305.33,305.33,Delta,Phạm Văn D,Completed,1680,5,133.54,69.06,36.82,Low,TRUE,SunGroup
PRJ-0177,Dự án Hạ tầng 177,Miền Nam,Hạ tầng,9/2/2024,8/15/2025,,1148.48,24.67,Vinaconex,Vũ Văn F,Planning,4,0,10.62,6.93,3.23,High,TRUE,VinGroup
PRJ-0178,Dự án Thương mại 178,Miền Trung,Thương mại,1/25/2020,9/28/2021,,607.53,20.27,Conteccons,Lê Văn C,Planning,1,0,9.34,4.33,2.56,Medium,TRUE,Novaland
PRJ-0179,Dự án Dân dụng 179,Miền Trung,Dân dụng,1/1/2018,3/11/2020,,921.81,240.58,Conteccons,Hoàng Thị E,Suspended,8,5,101.62,65.83,30.03,Low,FALSE,Masterise
PRJ-0180,Dự án Dân dụng 180,Miền Trung,Dân dụng,5/29/2022,12/8/2023,,1085.48,29.28,Delta,Nguyễn Văn A,Planning,0,0,12.28,6.98,4.38,Medium,TRUE,SunGroup
PRJ-0181,Dự án Thương mại 181,Miền Trung,Thương mại,7/10/2020,9/11/2022,,1400.3,567.27,Delta,Hoàng Thị E,In Progress,290,0,235.42,124.83,59.98,Low,FALSE,Phát Đạt
PRJ-0182,Dự án Thương mại 182,Miền Bắc,Thương mại,8/21/2020,2/3/2022,,1025.8,12.81,Vinaconex,Nguyễn Văn A,Planning,20,0,5.6,3.5,1.81,High,FALSE,Nhà nước
PRJ-0183,Dự án Dân dụng 183,Miền Bắc,Dân dụng,5/14/2018,11/12/2018,11/4/2018,513.03,513.03,Vinaconex,Nguyễn Văn A,Completed,1680,2,254.45,134.97,60.31,Medium,TRUE,Nhà nước
PRJ-0184,Dự án Công nghiệp 184,Miền Nam,Công nghiệp,4/19/2020,8/5/2022,,393.88,160.59,Ricons,Vũ Văn F,In Progress,1931,3,78.63,38.51,22.67,Low,FALSE,Đất Xanh
PRJ-0185,Dự án Thương mại 185,Miền Trung,Thương mại,5/31/2023,10/19/2025,,120.09,3.44,Fecon,Trần Thị B,Planning,3,0,1.55,0.87,0.38,High,TRUE,Đất Xanh
PRJ-0186,Dự án Công nghiệp 186,Miền Trung,Công nghiệp,9/19/2023,11/2/2025,,1105.49,805.68,Delta,Vũ Văn F,In Progress,1633,1,368.18,228.93,110.59,High,TRUE,BIM Group
PRJ-0187,Dự án Dân dụng 187,Miền Trung,Dân dụng,8/6/2021,5/28/2022,5/1/2022,964.47,964.47,Hòa Bình,Nguyễn Văn A,Completed,98,4,449.06,265.09,97.87,Low,FALSE,SunGroup
PRJ-0188,Dự án Dân dụng 188,Miền Nam,Dân dụng,1/2/2022,6/4/2024,,887.97,15.6,Coteccons,Hoàng Thị E,Planning,20,0,7.09,4.55,2.13,Medium,FALSE,Phát Đạt
PRJ-0189,Dự án Công nghiệp 189,Miền Bắc,Công nghiệp,2/9/2019,1/29/2021,,474.54,17.08,Hòa Bình,Nguyễn Văn A,Planning,18,0,7.9,3.74,2.38,High,FALSE,Nhà nước
PRJ-0190,Dự án Công nghiệp 190,Miền Bắc,Công nghiệp,12/16/2020,7/22/2023,,1135.68,35.88,Vinaconex,Vũ Văn F,Planning,1,0,14.4,8.95,4.27,Medium,TRUE,BIM Group
PRJ-0191,Dự án Dân dụng 191,Miền Nam,Dân dụng,6/29/2024,4/18/2025,,760.94,19.02,Vinaconex,Lê Văn C,Planning,2,0,7.73,4.42,2.73,High,FALSE,BIM Group
PRJ-0192,Dự án Công nghiệp 192,Miền Bắc,Công nghiệp,1/24/2018,12/17/2019,,531.58,224.68,Conteccons,Vũ Văn F,Suspended,5,0,106.92,59.94,27.86,Medium,TRUE,BIM Group
PRJ-0193,Dự án Dân dụng 193,Miền Bắc,Dân dụng,3/16/2022,9/22/2022,,452.96,9.18,Conteccons,Vũ Văn F,Planning,1,0,4.05,2.49,1.07,Low,FALSE,BIM Group
PRJ-0194,Dự án Dân dụng 194,Miền Trung,Dân dụng,3/10/2024,7/13/2026,,352.56,7.44,Hòa Bình,Vũ Văn F,Planning,16,0,3.05,1.64,1.02,Low,TRUE,VinGroup
PRJ-0195,Dự án Hạ tầng 195,Miền Nam,Hạ tầng,11/28/2019,9/6/2021,,1285.43,712.5,Conteccons,Nguyễn Văn A,Suspended,20,4,328.14,162.06,77.91,Medium,TRUE,Đất Xanh
PRJ-0196,Dự án Dân dụng 196,Miền Nam,Dân dụng,8/9/2021,1/24/2024,,1359.47,801.51,Coteccons,Nguyễn Văn A,In Progress,973,5,349.34,166.77,115.92,High,TRUE,VinGroup
PRJ-0197,Dự án Công nghiệp 197,Miền Bắc,Công nghiệp,12/12/2018,11/27/2020,11/23/2020,1299.98,1299.98,Conteccons,Trần Thị B,Completed,1603,1,528.99,281.62,155.55,Medium,FALSE,Novaland
PRJ-0198,Dự án Công nghiệp 198,Miền Nam,Công nghiệp,6/27/2021,3/16/2024,,515.91,212.61,Vinaconex,Hoàng Thị E,In Progress,719,0,101.04,57.57,26.98,Medium,FALSE,Masterise
PRJ-0199,Dự án Công nghiệp 199,Miền Nam,Công nghiệp,3/1/2020,11/29/2020,,916.41,272.44,Ricons,Trần Thị B,Suspended,13,5,113.92,54.8,29.98,Medium,FALSE,SunGroup
PRJ-0200,Dự án Hạ tầng 200,Miền Nam,Hạ tầng,5/31/2021,10/13/2023,11/19/2023,974.43,974.43,Fecon,Vũ Văn F,Completed,390,3,409.89,214.33,102.1,Medium,TRUE,Đất Xanh
PRJ-0201,Dự án Hạ tầng 201,Miền Nam,Hạ tầng,1/3/2019,9/2/2020,10/31/2020,767.7,767.7,Vinaconex,Phạm Văn D,Completed,638,5,343.86,183.47,112.25,High,TRUE,Masterise
PRJ-0202,Dự án Công nghiệp 202,Miền Trung,Công nghiệp,6/20/2022,7/14/2023,9/21/2023,395.19,395.19,Ricons,Phạm Văn D,Completed,1619,5,193.33,94.32,53.89,Medium,TRUE,Nhà nước
PRJ-0203,Dự án Thương mại 203,Miền Bắc,Thương mại,9/5/2021,7/12/2023,,159.07,39.86,Conteccons,Nguyễn Văn A,In Progress,55,5,16.68,10.76,5.36,Low,FALSE,Nhà nước
PRJ-0204,Dự án Hạ tầng 204,Miền Bắc,Hạ tầng,7/6/2024,6/11/2026,,1292.28,27.65,Delta,Nguyễn Văn A,Planning,17,0,12.94,6.13,3.17,Low,FALSE,Novaland
PRJ-0205,Dự án Dân dụng 205,Miền Nam,Dân dụng,9/9/2019,12/5/2021,,122.84,4.65,Fecon,Hoàng Thị E,Planning,11,0,2.01,1.15,0.69,High,FALSE,VinGroup
PRJ-0206,Dự án Công nghiệp 206,Miền Trung,Công nghiệp,1/8/2022,7/24/2024,10/11/2024,1432.7,1432.7,Hòa Bình,Lê Văn C,Completed,1518,4,630.98,380.03,199.3,Medium,FALSE,SunGroup
PRJ-0207,Dự án Thương mại 207,Miền Nam,Thương mại,9/27/2020,4/10/2023,6/16/2023,617.76,617.76,Fecon,Lê Văn C,Completed,832,3,293.7,165.92,83.17,High,TRUE,Đất Xanh
PRJ-0208,Dự án Dân dụng 208,Miền Nam,Dân dụng,5/27/2024,9/6/2026,,411.2,170.82,Delta,Lê Văn C,In Progress,57,0,71.86,50.71,24.38,Medium,FALSE,SunGroup
PRJ-0209,Dự án Thương mại 209,Miền Nam,Thương mại,11/5/2021,1/27/2023,,867.5,13.27,Ricons,Vũ Văn F,Planning,15,0,6.19,3.16,1.94,High,TRUE,Masterise
PRJ-0210,Dự án Công nghiệp 210,Miền Nam,Công nghiệp,1/8/2020,10/23/2021,,989.88,730.66,Coteccons,Phạm Văn D,Suspended,20,4,352.63,169.22,84.37,Medium,TRUE,Đất Xanh
PRJ-0211,Dự án Thương mại 211,Miền Bắc,Thương mại,1/29/2018,3/19/2019,,134.85,4.53,Delta,Vũ Văn F,Planning,13,0,2.24,0.91,0.46,Medium,FALSE,Nhà nước
PRJ-0212,Dự án Thương mại 212,Miền Trung,Thương mại,5/12/2019,12/30/2020,1/7/2021,598.43,598.43,Fecon,Hoàng Thị E,Completed,624,5,266.65,172.68,69.08,Low,FALSE,Nhà nước
PRJ-0213,Dự án Công nghiệp 213,Miền Trung,Công nghiệp,7/26/2019,2/9/2021,5/1/2021,1173.72,1173.72,Delta,Trần Thị B,Completed,1340,1,565.95,277.2,141.76,Low,TRUE,BIM Group
PRJ-0214,Dự án Hạ tầng 214,Miền Bắc,Hạ tầng,2/13/2019,3/18/2021,,1422.54,1190.2,Ricons,Phạm Văn D,Suspended,14,1,565.87,324.11,149.55,High,TRUE,Nhà nước
PRJ-0215,Dự án Công nghiệp 215,Miền Nam,Công nghiệp,6/2/2018,1/2/2021,,578.95,7.74,Conteccons,Nguyễn Văn A,Planning,11,0,3.84,2,1.1,Medium,FALSE,BIM Group
PRJ-0216,Dự án Hạ tầng 216,Miền Bắc,Hạ tầng,9/6/2024,5/22/2026,,1050.94,40.37,Delta,Trần Thị B,Planning,14,0,17.79,8.6,4.53,Low,FALSE,BIM Group
PRJ-0217,Dự án Công nghiệp 217,Miền Trung,Công nghiệp,10/16/2023,7/12/2026,6/23/2026,1209.41,1209.41,Hòa Bình,Lê Văn C,Completed,804,1,533.77,339.3,176.54,Low,TRUE,Nhà nước
PRJ-0218,Dự án Thương mại 218,Miền Trung,Thương mại,7/18/2019,5/3/2021,,446.59,270.5,Vinaconex,Hoàng Thị E,In Progress,813,0,130.92,58.16,33.04,High,FALSE,SunGroup
PRJ-0219,Dự án Công nghiệp 219,Miền Bắc,Công nghiệp,5/18/2023,8/9/2025,10/6/2025,1363.47,1363.47,Ricons,Vũ Văn F,Completed,506,1,644.77,310.67,183.68,High,TRUE,Phát Đạt
PRJ-0220,Dự án Công nghiệp 220,Miền Nam,Công nghiệp,7/24/2018,11/20/2020,,417.1,5.52,Coteccons,Phạm Văn D,Planning,9,0,2.74,1.3,0.69,High,FALSE,Phát Đạt
PRJ-0221,Dự án Dân dụng 221,Miền Trung,Dân dụng,9/7/2022,11/19/2024,,62.26,2.54,Fecon,Hoàng Thị E,Planning,4,0,1.06,0.57,0.3,High,FALSE,Masterise
PRJ-0222,Dự án Dân dụng 222,Miền Bắc,Dân dụng,12/9/2022,2/5/2025,,593.65,28.26,Conteccons,Trần Thị B,Planning,14,0,11.55,7.27,3.47,High,TRUE,Masterise
PRJ-0223,Dự án Thương mại 223,Miền Trung,Thương mại,4/25/2024,3/9/2025,,990.78,48.97,Vinaconex,Lê Văn C,Planning,6,0,23.28,11.05,5.46,High,FALSE,Masterise
PRJ-0224,Dự án Công nghiệp 224,Miền Bắc,Công nghiệp,8/19/2019,11/3/2020,,619.89,12.76,Vinaconex,Nguyễn Văn A,Planning,0,0,5.58,2.87,1.65,Medium,TRUE,Nhà nước
PRJ-0225,Dự án Dân dụng 225,Miền Nam,Dân dụng,5/31/2018,10/8/2020,12/12/2020,1101.29,1101.29,Conteccons,Vũ Văn F,Completed,1996,1,461.58,254.66,110.6,Low,FALSE,Phát Đạt
PRJ-0226,Dự án Công nghiệp 226,Miền Trung,Công nghiệp,12/22/2020,10/19/2022,,191.56,72.95,Coteccons,Hoàng Thị E,Suspended,15,5,32.63,19.51,9.37,Medium,FALSE,BIM Group
PRJ-0227,Dự án Thương mại 227,Miền Nam,Thương mại,5/9/2022,10/11/2024,,327.3,61.14,Hòa Bình,Nguyễn Văn A,In Progress,1739,1,29.49,17.83,8.42,High,TRUE,BIM Group
PRJ-0228,Dự án Hạ tầng 228,Miền Nam,Hạ tầng,7/12/2023,7/30/2024,,1208.28,25.27,Delta,Trần Thị B,Planning,15,0,11.34,6.19,3.09,High,FALSE,Masterise
PRJ-0229,Dự án Công nghiệp 229,Miền Bắc,Công nghiệp,5/2/2019,6/20/2021,,983.18,326.57,Ricons,Nguyễn Văn A,In Progress,488,0,136.41,74.06,33.3,Medium,TRUE,Đất Xanh
PRJ-0230,Dự án Thương mại 230,Miền Nam,Thương mại,11/20/2020,7/16/2022,10/14/2022,533.48,533.48,Vinaconex,Lê Văn C,Completed,1522,4,238.78,107.36,77.22,Medium,TRUE,Phát Đạt
PRJ-0231,Dự án Thương mại 231,Miền Nam,Thương mại,6/15/2018,1/31/2021,,78.8,1.97,Conteccons,Vũ Văn F,Planning,14,0,0.96,0.49,0.27,Medium,FALSE,Phát Đạt
PRJ-0232,Dự án Thương mại 232,Miền Nam,Thương mại,1/13/2022,7/27/2023,,1215.87,689.56,Delta,Vũ Văn F,Suspended,5,0,283.37,194.71,95.66,Low,FALSE,Novaland
PRJ-0233,Dự án Công nghiệp 233,Miền Nam,Công nghiệp,8/14/2018,10/11/2020,12/17/2020,848.66,848.66,Hòa Bình,Lê Văn C,Completed,1146,1,399.09,229.87,117.69,Low,TRUE,Novaland
PRJ-0234,Dự án Thương mại 234,Miền Bắc,Thương mại,12/14/2020,1/13/2022,,302.3,179.52,Hòa Bình,Vũ Văn F,Suspended,14,2,88.83,37.43,23.03,High,FALSE,Phát Đạt
PRJ-0235,Dự án Hạ tầng 235,Miền Nam,Hạ tầng,2/18/2024,9/26/2026,,801.75,488.29,Vinaconex,Hoàng Thị E,In Progress,914,1,215.72,135.38,64.99,Low,TRUE,Nhà nước
PRJ-0236,Dự án Hạ tầng 236,Miền Bắc,Hạ tầng,8/16/2019,4/30/2020,,182,8.93,Vinaconex,Hoàng Thị E,Planning,9,0,4.24,2.09,0.9,High,FALSE,Phát Đạt
PRJ-0237,Dự án Hạ tầng 237,Miền Trung,Hạ tầng,4/11/2023,6/28/2024,,492.68,125.31,Ricons,Phạm Văn D,Suspended,19,4,59.66,33.99,16.21,Low,TRUE,BIM Group
PRJ-0238,Dự án Công nghiệp 238,Miền Nam,Công nghiệp,2/21/2022,3/13/2023,6/3/2023,985.66,985.66,Delta,Hoàng Thị E,Completed,1985,5,429.72,210.89,106.41,Low,TRUE,BIM Group
PRJ-0239,Dự án Hạ tầng 239,Miền Bắc,Hạ tầng,8/28/2024,8/8/2025,9/7/2025,499.93,499.93,Vinaconex,Lê Văn C,Completed,1603,5,221.31,119.43,61.84,Low,FALSE,Nhà nước
PRJ-0240,Dự án Dân dụng 240,Miền Trung,Dân dụng,2/7/2019,4/5/2021,,390.75,4.89,Vinaconex,Phạm Văn D,Planning,2,0,2.31,1.32,0.56,High,TRUE,Masterise
PRJ-0241,Dự án Thương mại 241,Miền Bắc,Thương mại,2/15/2019,3/31/2021,,50.05,16.3,Coteccons,Phạm Văn D,Suspended,9,0,8.06,4.67,2.22,Low,FALSE,BIM Group
PRJ-0242,Dự án Thương mại 242,Miền Bắc,Thương mại,5/11/2021,9/30/2023,12/12/2023,181.79,181.79,Coteccons,Nguyễn Văn A,Completed,446,0,76.88,40.72,19.92,Low,TRUE,VinGroup
PRJ-0243,Dự án Công nghiệp 243,Miền Trung,Công nghiệp,5/21/2020,10/18/2021,,1493.64,1226.88,Coteccons,Vũ Văn F,In Progress,1994,0,613.2,315.26,181.06,High,TRUE,Nhà nước
PRJ-0244,Dự án Công nghiệp 244,Miền Bắc,Công nghiệp,9/15/2021,10/17/2022,1/10/2023,856.11,856.11,Delta,Vũ Văn F,Completed,1937,4,350.79,181.12,111.28,High,TRUE,Masterise
PRJ-0245,Dự án Hạ tầng 245,Miền Nam,Hạ tầng,7/7/2020,2/27/2021,,1450.88,62.23,Delta,Phạm Văn D,Planning,19,0,29.47,17.64,7.54,High,TRUE,SunGroup
PRJ-0246,Dự án Công nghiệp 246,Miền Bắc,Công nghiệp,5/5/2024,10/24/2025,,1061.23,39.95,Conteccons,Trần Thị B,Planning,15,0,17.9,8.56,5.51,High,TRUE,Đất Xanh
PRJ-0247,Dự án Dân dụng 247,Miền Nam,Dân dụng,3/8/2018,5/14/2019,6/2/2019,1496.01,1496.01,Ricons,Phạm Văn D,Completed,820,1,690.07,407.7,202.61,High,TRUE,Đất Xanh
